event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
All About Us Juneteenth Festival '25,2025-06-19,Thursday,12:00,20:00,Liberty State Park,Jersey City,NJ,North,"Green Ring, Jersey City, NJ",,Juneteenth Festival with live music and food from Black-owned businesses.,"Mario, Jadakiss, Robin S, Kenny Bobien, Ted Smooth, First Choice, Wallah, Mohogany, Midnite, Loki, J Nice, Brianna Armstead, Swaggy Sie, Tubbs Krueger, Billy The Billionaire",festival,,http://allaboutusfest.com,high,"['ocr', 'caption', 'alt_text']",,https://www.instagram.com/p/DKSXEDWOESt/,https://www.instagram.com/p/DKSXEDWOESt/,https://scontent-ord5-2.cdninstagram.com/v/t51.2885-15/502254982_18074141650924287_5896591119763558863_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QEbecIbUB5qD7xyFz-TMoMgTuwV_EbVVFkEDs9gKPmD5UVKLbnUhrXxi4HTYaeX2w8&_nc_ohc=nK7cd1-oOqwQ7kNvwEqoia3&_nc_gid=4HYzZasK_JBUHu0K47VASA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AflCsKG0OyaREqCUgj5p7cjzHZDi3gtZ_jJ9dZLtYtBJhg&oe=6941430F&_nc_sid=10d13b,CDN URL - expires after few hours/days,allaboutusfestival,https://www.instagram.com/allaboutusfestival/,All About Us Festival,True,356,2025-05-30T17:56:30+00:00,2025-12-12T11:06:01.288675,False,single,"The countdown is on for the 2025 All About Us Juneteenth Festival! Here’s what you can expect: 

🎶 Live music from legends
🧑‍🧑‍🧒‍🧒 Fun for the whole family
🍗  Amazing food from local Black-owned favorites
🖤 A joyful celebration of US

Hit the link in bio to grab your tickets today! 🗽 Ny W
NATIONAL
JUNETEENTH
MUSEUM
HOT
97
BIS
POSH
M
JUNETEENTH
FESTIVAL '25
ABOUT
ABOUT US
MÄRIO JADAKISS
ROBIN S.. KENNY BOBIEN
TED SMOOTH
FIRST CHOICE WALLAH
MOHOGANY
MIDNITE
LOKI
J NICE
BRIANNA ARMSTEAD
SWAGGY SIE TUBBS KRUEGER BILLY THE BILLIONAIRE
LIBERTY STATE PARK, GREEN RING, JERSEY CITY, NJ
THURSDAY, JUNE 19TH
GET TICKETS
ALLABOUTUSFEST.COM
12-8PM"
Kartier Soshy Live Performance,2025-12-07,Sunday,,,KartierClub,Paterson,NJ,North,,,"Live performance featuring Kartier Soshy, presented by @essxboyz.ent. Djed by @letsgosubmissionx4 @iamdjali @kilsosouth2x",Kartier Soshy,concert,,,medium,"['caption', 'hashtags']",,https://www.instagram.com/p/DR-eK9OksD2/,https://www.instagram.com/p/DR-eK9OksD2/,https://scontent-dfw5-3.cdninstagram.com/v/t51.2885-15/591161067_17928903348151256_1221129493515616288_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QEkkvL07IiM-ZrFZHLwasOcidw-kBWYnM7BR2kMRH_yFUuuYsmA1S_X9n2mdQ53RUQ&_nc_ohc=Zw2lB8oJCp8Q7kNvwFTX__P&_nc_gid=cCixcW0i5vQg1uP5pDX0zw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkleIfDoUhvBIhL6Ygg8xjsfv_-xckzGu5Lilxpy_Gz4A&oe=69414CE8&_nc_sid=10d13b,CDN URL - expires after few hours/days,bapoproductions,https://www.instagram.com/bapoproductions/,Bapo Productions®️🎥,True,19,2025-12-07T20:44:57+00:00,2025-12-12T11:06:05.123868,False,,"shots of @kartiersoshy in NJ📸..

presented by: @essxboyz.ent 

@yn.kii @getwit.tizz @ybn.jeff @kaso.btp 

Djed: @letsgosubmissionx4 @iamdjali @kilsosouth2x 

#Aspen #KartierClub #NewJersey #NJNightlife #LiveShow #LivePerformance #ConcertPhotography #EventPhotography #ClubPhotography #OnStage #ArtistContent #BehindTheLens #ShotByBapo #BapoProductions #explore #feed др
Bapo Productions"
Winter Paradise Holiday Cocktail Social,2025-12-18,Thursday,19:00,,The Selfie Studio Experience,Montclair,NJ,North,,,"Holiday cocktail social with festive sips, games, giveaways, music by @classitocartel, and a toy drive for @reachoutmontclair. Dress code: Cocktail Attire.",Classitocartel,party,,,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFsLMkEf4p/,https://www.instagram.com/p/DSFsLMkEf4p/,https://scontent-dfw5-2.cdninstagram.com/v/t51.2885-15/590421824_18025694816785014_4287687305053180642_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QE-y8LbzHFzhZcI2kERpamYm9bxzglq0p8Qv_psnFQisrz44oqzbY7A1fI3cDX_8lY&_nc_ohc=-NR2H6KxPvIQ7kNvwGa4Yuw&_nc_gid=98gyyx4O3kUyVTK6yNxaow&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfmddHWNSnavXeAANoVFsk3tb_nzkssL6GoEtZACYcodXA&oe=69412EC0&_nc_sid=10d13b,CDN URL - expires after few hours/days,themix.events,https://www.instagram.com/themix.events/,THE MIX,True,126,2025-12-10T16:02:00+00:00,2025-12-12T11:06:11.171390,False,single,"HEY JERSEY! YOU ARE CORDIALLY INVITED TO WINTER PARADISE! 🥂❄️✨

Tis the season to get dressed up and ready to celebrate. THE Holiday Cocktail Social you have been waiting for!

Step into Winter Paradise where festive fun meets fashion. This  one is for everyone who loves the holidays, is looking for a fun night out, and wants to get in some Christmas pics too 🤣

What to Expect:

 📸 Venue Magic: Step into @theselfiestudioexperience’s warm, glittering holiday dreamscape! The breathtaking decor wil THE MIX
YOU'RE
INVITED TO
Winter Paradise
HOLIDAY COCKTAIL SOCIAL
DECEMBER 18TH, AT 7PM
FREE CHAMPAGNE AND HOLIDAY PHOTOS
احمد"
Holiday Market,2025-12-13,Saturday,11:00,18:00,Grove St PATH Plaza,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262730,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-13,Saturday,11:00,18:00,Ashford Rooftop,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors. Free gift wrapping (with receipt). Metro PhotoBus. Community Food Bank of NJ.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262747,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-14,Sunday,11:00,18:00,Grove St PATH Plaza,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262753,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-14,Sunday,11:00,18:00,Ashford Rooftop,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors. Free gift wrapping (with receipt).,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262759,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-20,Saturday,11:00,18:00,Grove St PATH Plaza,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262764,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-20,Saturday,11:00,18:00,Ashford Rooftop,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors. Free gift wrapping (with receipt). Metro PhotoBus. NJ Lottery. Community Food Bank of NJ.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262770,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-21,Sunday,11:00,18:00,Grove St PATH Plaza,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262775,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
Holiday Market,2025-12-21,Sunday,11:00,18:00,Ashford Rooftop,Jersey City,NJ,North,,Free,Handmade market with 150 rotating vendors. Free gift wrapping (with receipt). Metro PhotoBus. NJ Lottery.,,market,,jcdowntown.org,high,"['caption', 'ocr']",,https://www.instagram.com/p/DSFpDyUDgAF/,https://www.instagram.com/p/DSFpDyUDgAF/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/590418978_18508876702068910_1355109153669859801_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QE9lJWul0CMz7ranK8Gg9Kq6fs2xtJ1Mpx0BxN0ckY-Gk2JGa7Hat0hFQjNB_bSBLk&_nc_ohc=o6-vwj4sOWwQ7kNvwGc19LM&_nc_gid=ZKydO0LggVAhOq0dqWksFA&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afn0WbbbICbaLh-02oA_MOa8j2hNMiggUV7TXXItFDiHlQ&oe=694153ED&_nc_sid=10d13b,CDN URL - expires after few hours/days,handmademarket_jc,https://www.instagram.com/handmademarket_jc/,Jersey City Art Market,True,97,2025-12-10T15:34:46+00:00,2025-12-12T11:06:12.262779,True,weekly,"Holiday Market signage has arrived! 🙌 It’s the little things that make the market extra magical. Painted by @letterbylaura 

📅 Dec 13, 14, 20, 21 • 11am–6pm
📍 Grove St PATH Plaza + Ashford Rooftop
FREE entry

🛍️150 rotating vendors 
🎁Free gift wrapping at the Ashford Rooftop (with receipt)
📸 Metro PhotoBus on 12/13, 12/20, 12/21
🎟️ NJ Lottery on 12/20 & 12/21
💛 Community Food Bank of NJ: 12/13 & 12/20
🍹 Holiday drinks + brunch at Ashford

Vendor list + details: jcdowntown.org
Follow along: @hdsi HAPPY
HOLIDAY
HANDMADE
MARKET
DECEMBER
13,14,20,21
11AM-6PM
GROVE ST
PLAZA &
ASHFORD
ROOF
ARTISTS"
New Jersey’s first purpose-built film and television studio agreement signing,2025-12-11,,,,Newark’s Temple of Hip Hop,Newark,NJ,North,,,"Signing agreement for New Jersey’s first purpose-built film and television studio between the City of Newark, NJPAC, Lionsgate, and Great Point Studios.",,signing ceremony,,,high,['caption'],,https://www.instagram.com/p/DSI6Hx6DBei/,https://www.instagram.com/p/DSI6Hx6DBei/,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/598669586_18544851370047531_3366906295238303173_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHxrqdxF_k06sj19lTI2vNwCQBLkaO3QLZl6Xe9esFrIPPPIQJrL2WADoNfv_JucNXN5_XkoLIWbY5vjrapzPdB&_nc_ohc=UsLFvInKkkYQ7kNvwHiVCO9&_nc_gid=Wjx6q8u3Kmd4FziLncmU7g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AflUAQ5ODRMojb4plRPNbUwiuX_3-wfouWrAF8ctdfbC_w&oe=694151BE&_nc_sid=10d13b,CDN URL - expires after few hours/days,cityofnewarknj,https://www.instagram.com/cityofnewarknj/,"City of Newark, NJ - City Hall",True,16,2025-12-11T22:02:01+00:00,2025-12-12T11:06:12.765683,False,,"This moves us into a new era! 🎬✨

Today, the City of Newark, NJPAC, Lionsgate, and Great Point Studios came together for a powerful community celebration as they officially signed the agreement for New Jersey’s first purpose-built film and television studio!

The signing took place at Newark’s Temple of Hip Hop, marking the exciting start of studio construction.

The new Community Benefits Agreement guarantees job training, local hiring, and expanded opportunities for Newark residents — a huge w LIONSGATE
NEWARK"
Little Tijuana Annual Toy Giveaway,2025-12-22,Monday,18:00,20:00,Little Tijuana NJ,Newark,NJ,North,34 Jackson St,,Meet Santa & His Friends! Gifts for All Children - Child MUST Be Present to Receive Gift. Snacks & Refreshments will be served.,Santa & His Friends,Giveaway,all ages,,high,"['caption', 'ocr', 'alt_text']",,https://www.instagram.com/p/DSF8cDmCWEi/,https://www.instagram.com/p/DSF8cDmCWEi/,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/588601956_18535648885015286_5928461686703681023_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFpaeoH_ZJu9u-4uWNG_TAG9eNbsxd2qkrkHePi1TEq88J1OzylHuxt7oYxrpgCbHM&_nc_ohc=yH1KTUIy1XYQ7kNvwEFARd0&_nc_gid=n2rNaCCBcQtYo0WuWjEM6g&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfkY1FHS6pscPgUBfklF9-klUoYfSCd2Y4SFQi9hnwF-lA&oe=69415A85&_nc_sid=10d13b,CDN URL - expires after few hours/days,littletijuananj,https://www.instagram.com/littletijuananj/,Little Tijuana NJ,True,223,2025-12-10T18:24:07+00:00,2025-12-12T11:06:17.639924,False,single,"Save the Date Mon Dec 22nd
Little Tijuana Annual Toy Giveaway
Event time 6pm-8pm

Meet Santa & His Friends!

Gifts for All Children - Child MUST Be Present to Receive Gift

Snacks & Refreshments will be served
Use Lot Entrance at 34 Jackson St. Newark NJ MON
DEC
22ND
6PM-8PM
LITTLE
Tijuana
Annual
TOY
GIVEAWAY
COME MEET SANTA & HIS FRIENDS!
GIFTS FOR ALL CHILDREN CHILD MUST BE PRESENT TO RECEIVE GIFT
SNACKS & REFRESHMENTS WILL BE SERVED
6PM-8PM USE ENTRANCE AT 34 JACKSON ST."
Holiday Karaoke Porty,2025-12-19,,19:00,23:00,Saint James Libations,,NJ,,,,Access to Network While Black’s holiday porty. Light bites + a full dessert table. Karaoke. Holiday games + prizes. Curated goodie bags stacked with gifts from our partners + sponsors.,,party,,Link in bio!,high,"['caption', 'ocr', 'alt_text']",,https://www.instagram.com/p/DRxn95rEeL7/,https://www.instagram.com/p/DRxn95rEeL7/,https://scontent-lax3-1.cdninstagram.com/v/t51.2885-15/591145208_18077768237178832_1414084691394907889_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QEFA707pXywKtuFpnXQSK_TtTHnr9fNC6NIs0IanIF2UsO65bYF5mUFmJXqIo6Yfwg&_nc_ohc=ZnMaLNmULn4Q7kNvwFW4AGm&_nc_gid=e43V3Oi93YFvNuMNlnNf9Q&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfllHPVnB0OYJHPGPpgU2iMNTAe0cNw6GFoEe1jbtFUPcg&oe=694153B2&_nc_sid=10d13b,CDN URL - expires after few hours/days,networkwhileblack,https://www.instagram.com/networkwhileblack/,Network While Black,True,332,2025-12-02T21:00:25+00:00,2025-12-12T11:06:21.058628,False,,"Tickets on sale for our Holiday Karaoke Porty! 

Your ticket gets you:

Access to Network While Black’s holiday porty 🎄

Light bites + a full dessert table 🍰

Karaoke (we’re singing our hearts OUT) 🎤

Holiday games + prizes 🎁

Curated goodie bags stacked with gifts from our partners + sponsors ✨

Link in bio! HOLIDAY
KAROKEE
Porty
Saint James Libations
°
•
Access to Network While Black's holiday porty A
Light bites a full dessert table
Karaoke (we're singing our hearts OUT)
Holiday games + prizes
Dec 19 - 7pm-11pm
Curated goodie bags stacked with gifts from our partners + sponsors
000000
Network While Black
Presented by Cecilia's House"
