event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
SJFS Frequent Diner Discount at Taco House,2026-03-29,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-03-30,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-03-31,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-01,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-02,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-03,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-04,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-05,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-06,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-07,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-08,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-09,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-10,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-11,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-12,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-13,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-14,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-15,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-16,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-17,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
SJFS Frequent Diner Discount at Taco House,2026-04-18,,Taco House,Merchantville,South,Get 20% off your order at the new Taco House with your SJFS Frequent Diner card!,Discount,"Now through the end of April, they're offering SJFS Frequent Diner card holders 20% off their order! Show your card for dine-in or take-out for the savings. Limit one per order, cannot be combined with other discounts or specials (i.e. Taco Tuesday) or holidays (Easter).",,20% off,0.9,southjerseyfoodscene,https://www.instagram.com/p/DVywO0_EZ-Y/,https://scontent-ord5-2.cdninstagram.com/v/t51.82787-15/650241316_18339885970211414_2891336122990497212_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-ord5-2.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QGo5R-2RZ5gLr3XIGzBSaEzTqkPOGFCasr3iosqnwsk3J_jxt3ibzGChoSIqgD6jjU&_nc_ohc=Gth4k-1AdDwQ7kNvwFt1z4j&_nc_gid=jUyCkdc2qMFQWxCmS8fysA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfyfcdUq4CqijnLWYWf_G2PnY-eO9ufEHduSd2sAKEynsQ&oe=69B8E48E&_nc_sid=10d13b,https://www.instagram.com/p/DVywO0_EZ-Y/,https://www.instagram.com/southjerseyfoodscene/,South Jersey Food Scene,3851352756553097112,True,True
