event_name,date,day_of_week,time,end_time,venue_name,city,state,section_of_nj,address,price,description,performer,event_type,age_restriction,ticket_link,confidence,extracted_from,post_id,instagram_post_url,post_url,display_url,display_url_note,instagram_handle,instagram_profile_url,account_name,had_ocr,ocr_chars,post_date,extraction_timestamp,from_calendar,calendar_type,combined_text
R&B Brunch Sundays,2025-11-30,Sunday,,,Pier73NJ,,NJ,,,,Brunch,,brunch,,,high,"['caption', 'alt_text', 'ocr']",3775246147561330979,https://www.instagram.com/p/DRkXl59Dhkj/,https://www.instagram.com/p/DRkXl59Dhkj/,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/590403298_17894388237360756_8224202020704015258_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QH9V804En16kRAwWgMvrg5J75fD3R8Qgd5BIIuLex8766aOcLzySTirBmcezREfW38&_nc_ohc=3DfsTOsrj-UQ7kNvwHeu9sQ&_nc_gid=RHzjV35hBwNCf6YqYOmgvA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfikKPTZFOTO0s55utG9usjcucccRs7p6nQEXOhf65AmqA&oe=692EA0EC&_nc_sid=10d13b,CDN URL - expires after few hours/days,rnbbrunchsundaysnj,https://www.instagram.com/rnbbrunchsundaysnj/,On Sundays We Brunch 🥂,True,42,2025-11-27T17:27:12+00:00,2025-11-28T15:36:38.636080,False,,"From @rnbbrunchsundaysnj We Would Like To Wish All Of Our Supporters A Happy Thanksgiving 🍁 We Are Thankful For All Love & Support From Each & Everyone Of Our Followers … Hope To See You All Sunday At Brunch 🥂#OnSundaysWeBrunch Happy
Thanksgiving
from
R&B BRUNCH
SUNDAYS"
First Class,2025-12-05,,21:00,03:00,Mr. East,Roselle,NJ,Central,2401 N Wood Ave,,"High-end nightlife experience celebrating Sagittarius Season and Jersey Alphas Founders Day. Music by AB Gotti, Hotrod, Moneta Kai, DJ Hollywood, & Phinesse.","AB Gotti, Hotrod, Moneta Kai, DJ Hollywood, Phinesse",party,,https://posh.vip/,high,"['caption', 'ocr', 'alt_text']",3767984824897173384,https://www.instagram.com/p/DRKkjwPDveI/,https://www.instagram.com/p/DRKkjwPDveI/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/582847126_18414708301185697_3300447358231412531_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHqYyKC4oHJXu8ouZpM1u0_kJgxEo0LtfIV6Ghgh7decaII8mGox3ooEI9n556QkPo&_nc_ohc=bnpm3MgQg4UQ7kNvwEfA7aD&_nc_gid=uvptHhS13t178lcd9XhRXQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfhSShR45NrpbQb22JDmAdSqejJwE8R_X6M0IpRxvhe67Q&oe=692E9D67&_nc_sid=10d13b,CDN URL - expires after few hours/days,jay.miles1,https://www.instagram.com/jay.miles1/,JayMiles,True,240,2025-11-17T17:00:15+00:00,2025-11-28T15:36:39.729255,False,single,"Get ready for a high-end nightlife experience live at @mistereastlife — celebrating Sagittarius Season and Jersey Alphas Founders Day in true luxury 🌟

Join us for an elevated night of style, premium vibes, and elite crowd energy. Music curated by @ab_gotti , @hotrod.nj , @moneta.kai , @djhollywood__ , & @phinesse._ to keep the room moving from 9PM–3AM.

Dress to impress. Celebrate in class🥂

🎟️Tickets & sections will move fast — secure your spot now
📲Text 908.917.6149 for VIP Sections COMMA CRAZY X JAY MILES X JERSEY ALPHAS PRESENT
First Class
MUSIC BY
GOTTI
HOTROD
MONETA-KAI
HOLLYWOOD
PHINESSE
9PM
3AM
12.05.2025
Mr. East
2401 N WOOD AVE. ROSELLE, NJ
TICKETS
ON
posh
DRESS TO
IMPRESS
TEXT 'FIRST'
908.917.6149
FOR SECTIONS"
Downtown Newark Holidays,2025-11-29,,,,,Newark,NJ,North,,,"The holiday season is here, and Newark is the place to be! Cozy shops to ice skating at @newarkWinterVillage. Unforgettable holiday experiences.",,festival,,,high,"['caption', 'ocr', 'alt_text']",3772484357316529186,https://www.instagram.com/p/DRajokWkcwi/,https://www.instagram.com/p/DRajokWkcwi/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/585207695_18553255246013856_554413572480983193_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFPMxFy_3KdbRLCHF1Q8ylRFdLzp7IhdN-i5MIBWXxk13s62apAWngd-RyQOR-SWE_1RZa90Jr-yGkuZMLNmf7P&_nc_ohc=QBrxNcQRWfkQ7kNvwGASxnp&_nc_gid=ZrCAssc7fy_payjrg4Vnyw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afi-6290iJFQxfxgraGE5dI-EGGncXpteTwz169NTGgFNQ&oe=692E8D24&_nc_sid=10d13b,CDN URL - expires after few hours/days,newarkhappening,https://www.instagram.com/newarkhappening/,Newark Happening,True,410,2025-11-23T22:00:35+00:00,2025-11-28T15:36:40.921758,False,,"🎉 6 days until the festivities begin! The holiday season is here, and Newark is the place to be!
 
From cozy shops to ice skating at @newarkWinterVillage, join us Nov 29 – Jan 4 for unforgettable holiday experiences.
 
⛸️ Check our Linktree for the Downtown Newark For The Holiday page, upcoming events, and access the Experience Newark pass for exclusive itineraries!
 
❄️  #DowntownNewarkForTheHolidays #ExperienceNewark DOWNTOWN
NEWARK
FOR THE
HOLIDAYS
NOVEMBER 29TH, 2025 JANUARY 4TH. 2026
6
DAYS AWAY
DISCOVER THE MAGIC OF THE SEASON IN DOWNTOWN NEWARK!
Stay updated with our Holiday Page to enjoy the latest promotions, festive events,
exclusive shopping deals, and entertainment throughout Newark!
SCAN HERE FOR MORE INFO
NEWARK
Mayor Ras J. Baraka
NEWARKHAPPENING.COM
NA Newark Alliance
NEWARK
DOWNTOWN
DISTRICT
Winter
Ullage"
Downtown Newark Holidays,2025-11-29,,,2026-01-04,,Newark,NJ,North,,,"Holiday promotions, festive events, exclusive shopping deals, and entertainment throughout Newark!",,festival,,,high,"['ocr', 'caption']",3772484357316529186,https://www.instagram.com/p/DRajokWkcwi/,https://www.instagram.com/p/DRajokWkcwi/,https://scontent-hou1-1.cdninstagram.com/v/t51.2885-15/585207695_18553255246013856_554413572480983193_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-hou1-1.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QFPMxFy_3KdbRLCHF1Q8ylRFdLzp7IhdN-i5MIBWXxk13s62apAWngd-RyQOR-SWE_1RZa90Jr-yGkuZMLNmf7P&_nc_ohc=QBrxNcQRWfkQ7kNvwGASxnp&_nc_gid=ZrCAssc7fy_payjrg4Vnyw&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afi-6290iJFQxfxgraGE5dI-EGGncXpteTwz169NTGgFNQ&oe=692E8D24&_nc_sid=10d13b,CDN URL - expires after few hours/days,newarkhappening,https://www.instagram.com/newarkhappening/,Newark Happening,True,410,2025-11-23T22:00:35+00:00,2025-11-28T15:36:40.921779,False,,"🎉 6 days until the festivities begin! The holiday season is here, and Newark is the place to be!
 
From cozy shops to ice skating at @newarkWinterVillage, join us Nov 29 – Jan 4 for unforgettable holiday experiences.
 
⛸️ Check our Linktree for the Downtown Newark For The Holiday page, upcoming events, and access the Experience Newark pass for exclusive itineraries!
 
❄️  #DowntownNewarkForTheHolidays #ExperienceNewark DOWNTOWN
NEWARK
FOR THE
HOLIDAYS
NOVEMBER 29TH, 2025 JANUARY 4TH. 2026
6
DAYS AWAY
DISCOVER THE MAGIC OF THE SEASON IN DOWNTOWN NEWARK!
Stay updated with our Holiday Page to enjoy the latest promotions, festive events,
exclusive shopping deals, and entertainment throughout Newark!
SCAN HERE FOR MORE INFO
NEWARK
Mayor Ras J. Baraka
NEWARKHAPPENING.COM
NA Newark Alliance
NEWARK
DOWNTOWN
DISTRICT
Winter
Ullage"
Saturday Night LIVE! Dinner & Nightlife Experience,2025-11-22,Saturday,21:00,,Little Tijuana NJ,Newark,NJ,North,538 Market St Newark NJ,Free Admission,"Music by @iamdjsoreal @partywithaxm
Celebrate your Birthday or any Special event with Us!
Birthday Packages - Bottle Specials
Kitchen Open Late - Hookah - Valet Parking","DJ So Real, DJ AXM",party,21+,https://resy.com/,high,"['caption', 'ocr', 'alt_text']",3770470367459973606,https://www.instagram.com/p/DRTZtKIlpnm/,https://www.instagram.com/p/DRTZtKIlpnm/,https://scontent-lga3-1.cdninstagram.com/v/t51.2885-15/587324771_17988490379882294_5752795644565000330_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QFNURWb0U_OX4y0sgHtKcIf0R-u2WaBJ47I1EKz9M27eiCAFv0GSk1sm9p96gfiOII&_nc_ohc=47c3Ddo_iv4Q7kNvwFyiZxg&_nc_gid=eUyzrWtHIRsCmeF0RW3_Bw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfiwvIzgJB9rilKUE05XDOsVETY8ufYqikwMder_no1dlA&oe=692E9766&_nc_sid=10d13b,CDN URL - expires after few hours/days,littletijuanaevents,https://www.instagram.com/littletijuanaevents/,Little Tijuana Events,True,385,2025-11-21T03:18:35+00:00,2025-11-28T15:36:43.734324,False,single,"This Sat Night Nov 22nd
Little Tijuana presents
Saturday Night LIVE!
Dinner & Nightlife Experience

Music by @iamdjsoreal @partywithaxm

Celebrate your Birthday or 
any Special event with Us!
Birthday Packages - Bottle Specials 
Kitchen Open Late - Hookah - Valet Parking

Everyone Free Admission
21 & Over, ID Required

Reservations: Resy.com or Email RSVP@LittleTijuanaNJ.com Groups 8+
Info: Call 973-230-9417

538 Market St Newark NJ DINNER & NIGHTLIFE EXPERIENCE
SATURIAL VEIT
SATURDAY
NOVEMBER
22
Mikk
LITTLE
Tijuana
RESTAURANT
MARGARITA BAR & LOUNGE
DJ AXM
DJ SO REAL
BIRTHDAY PACKAGES
BOTTLE SPECIALS-HOOKAH
KITCHEN OPEN LATE-VALET PARKING
EVERYONE FREE ADMISSION
RESERVATIONS: RESY.COM OR EMAIL RSVP@LITTLETIJUANANJ.COM
GROUPS 8+ | INFO: 973-230-9417 | 21 & OVER, ID REQUIRED 9PM & AFTER
5 38
MARKET
ST. NEWARK
N J"
Pure Joy: Artist Talk with Jaz Graf and Veda Kagabo,2025-11-20,Thursday,18:30,20:00,Paul Robeson Galleries at Express Newark,Newark,NJ,North,,free,"An intimate conversation bringing together two visionary artists whose practices explore identity, memory, and the many dimensions of joy. Moderated in an inviting gallery setting, the discussion will offer personal insight into their creative journeys, the stories behind their work, and the ways art continues to shape and uplift Newark’s cultural landscape. Part of the Newark Arts Festival 2025: JOY Encore series.","Jaz Graf, Veda Kagabo",talk,,,high,"['caption', 'ocr', 'alt_text']",3768183497795397032,https://www.instagram.com/p/DRLRu0ylWWo/,https://www.instagram.com/p/DRLRu0ylWWo/,https://scontent-sjc6-1.cdninstagram.com/v/t51.2885-15/581677589_18542229544035045_7935798092815115681_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-sjc6-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QFkqqjrzEPoB_6UkBmpVFfyUMnihZ5xL-5Dse41Rnwj4XWFjKVCh0i9VUUkyIgiMNI&_nc_ohc=LE16NjvOvFoQ7kNvwGz-axU&_nc_gid=TwCzkeH7WFJrQnu8S_MiUQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afg5tnWnrxBiHSBAxC2RA3TtdZXl5-lhIo7TiQ5pUStpaQ&oe=692EA14A&_nc_sid=10d13b,CDN URL - expires after few hours/days,newarkarts,https://www.instagram.com/newarkarts/,Newark Arts,True,109,2025-11-17T23:34:59+00:00,2025-11-28T15:36:43.894173,False,single,"Join us for Pure Joy: Artist Talk with Jaz Graf and Veda Kagabo, a special JOY Encore event presented by Newark Arts and Express Newark. 

This intimate conversation brings together two visionary artists whose practices explore identity, memory, and the many dimensions of joy. Moderated in an inviting gallery setting, the discussion will offer personal insight into their creative journeys, the stories behind their work, and the ways art continues to shape and uplift Newark’s cultural landscape.  NEWARK ARTS FESTIVAL 2025
JOY
THE ENCORE
PURE JOY
Artist Talk
SWIPE LEFT >>>
NOVEMBER 20
2025
NEWARK, NJ
Vedo"
Newark Uncorked,2025-11-15,Saturday,,,,Newark,NJ,North,,$20,"An epic night of local wine, spirits, and good vibes. Sip on craft beers from @NewarkLocalBeer, enjoy a delicious grazing board by @sweetjeanskitchen, and dance the night away with @bunkr.bunkr playing all your favorite hits — hosted by @nerolamek. celebrate Newark’s makers and enjoy a night full of fun, flavor, and music!",Bunkr,festival,,link in bio,high,"['caption', 'ocr', 'alt_text']",3765235810366999634,https://www.instagram.com/p/DRAzgU8gUxS/,https://www.instagram.com/p/DRAzgU8gUxS/,https://scontent-lga3-3.cdninstagram.com/v/t51.2885-15/580753885_18007867097820244_4604370762237254099_n.heic?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-3.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGLCF15IOtaMvBvVPcD717QPklcq3wwel7nI2w7dfJbOZDt_OvKuYeV9Wq7D-qdWmE&_nc_ohc=1_jykhka9f4Q7kNvwHdJ0vU&_nc_gid=WRJvwSNDECxyNpLrO8rSGA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfiBvzcJdqfFfc8JdgClDhyd5VupTTv6jBNZyvS7z0FFyQ&oe=692E8521&_nc_sid=10d13b,CDN URL - expires after few hours/days,halseynwk,https://www.instagram.com/halseynwk/,Halsey,True,114,2025-11-13T21:58:27+00:00,2025-11-28T15:36:48.576970,False,single,"🚨 Only 2 days left until Newark Uncorked on November 15! 🎉 Don’t miss out on an epic night of local wine, spirits, and good vibes. 

Sip on craft beers from @NewarkLocalBeer, enjoy a delicious grazing board by @sweetjeanskitchen, and dance the night away with @bunkr.bunkr playing all your favorite hits — hosted by @nerolamek. 

This is your chance to celebrate Newark’s makers and enjoy a night full of fun, flavor, and music! 🎶🍷

 🎟️ Tickets are $20 and include a free drink, a keepsake, and a wri HALSEY
FEST
PRESENTS
newark
UNCORKED
R&B KARAOKE EDITION
11
NEWARK
LOCAL BEER
RAISE A GLASS WITH
NEWARK LOCAL BEER"
,2025-11-28,Friday,11:00,00:00,Blended Flavors LLC,,NJ,Central,,,Reopen after Thanksgiving,,Restaurant,,,high,"['caption', 'ocr', 'alt_text']",3775178488572468123,https://www.instagram.com/p/DRkINVnDtub/,https://www.instagram.com/p/DRkINVnDtub/,https://scontent-mia5-2.cdninstagram.com/v/t51.2885-15/589121131_18351366676201536_1917238731932230440_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF1gjHTIoY4FOMGEQnm4X4Mpfvd3TlvFxYZ_UpGy1RpCGafd5k8lvWn4hfS9Jvd3S0&_nc_ohc=1xT8gfUdDSAQ7kNvwFiL5Xp&_nc_gid=vfTm3IIy-niF2zg9DETTkw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfjHAw_iTrk8w9-EruJDxNCJpl3fsHTP_7hdwWUhXwCBqw&oe=692E8664&_nc_sid=10d13b,CDN URL - expires after few hours/days,blendedflavors,https://www.instagram.com/blendedflavors/,Blended Flavors Restaurant,True,108,2025-11-27T15:12:47+00:00,2025-11-28T15:36:49.234291,False,,"As we pause for Thanksgiving, our hearts are full of gratitude for the incredible community around us. We’re so thankful for our amazing team, customers who always support us, and our families for their encouragement behind the scenes. 

As a heads up, we will be closed today at both locations to allow our team to enjoy the holiday with their loved ones. We look forward to serving you again on Friday at 11am. 

(P.S. No After Work Friday this week) 

#blendedflavors #lindennj #bloomfieldnj #njea Blended
FLAVORS
RESTAURANT
4 BAR
thanksgiving
HOURS
Thanksgiving
closed
Friday
11 AM-12AM
Saturday
11AM-12AM"
,2025-11-29,Saturday,11:00,00:00,Blended Flavors LLC,,NJ,Central,,,,,Restaurant,,,high,"['ocr', 'alt_text']",3775178488572468123,https://www.instagram.com/p/DRkINVnDtub/,https://www.instagram.com/p/DRkINVnDtub/,https://scontent-mia5-2.cdninstagram.com/v/t51.2885-15/589121131_18351366676201536_1917238731932230440_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF1gjHTIoY4FOMGEQnm4X4Mpfvd3TlvFxYZ_UpGy1RpCGafd5k8lvWn4hfS9Jvd3S0&_nc_ohc=1xT8gfUdDSAQ7kNvwFiL5Xp&_nc_gid=vfTm3IIy-niF2zg9DETTkw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfjHAw_iTrk8w9-EruJDxNCJpl3fsHTP_7hdwWUhXwCBqw&oe=692E8664&_nc_sid=10d13b,CDN URL - expires after few hours/days,blendedflavors,https://www.instagram.com/blendedflavors/,Blended Flavors Restaurant,True,108,2025-11-27T15:12:47+00:00,2025-11-28T15:36:49.234318,False,,"As we pause for Thanksgiving, our hearts are full of gratitude for the incredible community around us. We’re so thankful for our amazing team, customers who always support us, and our families for their encouragement behind the scenes. 

As a heads up, we will be closed today at both locations to allow our team to enjoy the holiday with their loved ones. We look forward to serving you again on Friday at 11am. 

(P.S. No After Work Friday this week) 

#blendedflavors #lindennj #bloomfieldnj #njea Blended
FLAVORS
RESTAURANT
4 BAR
thanksgiving
HOURS
Thanksgiving
closed
Friday
11 AM-12AM
Saturday
11AM-12AM"
After Work Friday,2025-11-28,Friday,,,Blended Flavors LLC,,NJ,Central,,,No After Work Friday this week,,Party,,,high,['caption'],3775178488572468123,https://www.instagram.com/p/DRkINVnDtub/,https://www.instagram.com/p/DRkINVnDtub/,https://scontent-mia5-2.cdninstagram.com/v/t51.2885-15/589121131_18351366676201536_1917238731932230440_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-mia5-2.cdninstagram.com&_nc_cat=100&_nc_oc=Q6cZ2QF1gjHTIoY4FOMGEQnm4X4Mpfvd3TlvFxYZ_UpGy1RpCGafd5k8lvWn4hfS9Jvd3S0&_nc_ohc=1xT8gfUdDSAQ7kNvwFiL5Xp&_nc_gid=vfTm3IIy-niF2zg9DETTkw&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfjHAw_iTrk8w9-EruJDxNCJpl3fsHTP_7hdwWUhXwCBqw&oe=692E8664&_nc_sid=10d13b,CDN URL - expires after few hours/days,blendedflavors,https://www.instagram.com/blendedflavors/,Blended Flavors Restaurant,True,108,2025-11-27T15:12:47+00:00,2025-11-28T15:36:49.234326,False,,"As we pause for Thanksgiving, our hearts are full of gratitude for the incredible community around us. We’re so thankful for our amazing team, customers who always support us, and our families for their encouragement behind the scenes. 

As a heads up, we will be closed today at both locations to allow our team to enjoy the holiday with their loved ones. We look forward to serving you again on Friday at 11am. 

(P.S. No After Work Friday this week) 

#blendedflavors #lindennj #bloomfieldnj #njea Blended
FLAVORS
RESTAURANT
4 BAR
thanksgiving
HOURS
Thanksgiving
closed
Friday
11 AM-12AM
Saturday
11AM-12AM"
Small Business Saturday,2025-11-29,Saturday,13:00,16:00,Downtown Summit,Summit,NJ,Central,,Free parking,"Shop small in downtown Summit. Many stores will feature special offers and merchandise for the day. Enjoy live holiday music throughout downtown, a strolling brass band and the ever popular @realmrsocksworldofrock will also kickoff our free Horse & Wagon Rides and the Find the HillTop Elf contest!",,shopping,,,high,['caption'],3774374885544708503,https://www.instagram.com/p/DRhRfX-DEmX/,https://www.instagram.com/p/DRhRfX-DEmX/,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/572361582_1397585535702475_769736839873638006_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHVVYdfzNmY8F1zxWmrL5cFEswy-r305eKCKUUsRejCazlrLPWGiBGLS16PgeD0Mm4&_nc_ohc=GyfheGBvxqwQ7kNvwHHyKaE&_nc_gid=0g9Rtt4OLGhbW8eTaqsLLg&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afhs7uRw_qJPUCQFPKvp6oMdIxE8YqY4hsq9bW5ZImzHFQ&oe=692E9BA6&_nc_sid=10d13b,CDN URL - expires after few hours/days,summitdowntown,https://www.instagram.com/summitdowntown/,Downtown Summit NJ,True,34,2025-11-26T12:36:10+00:00,2025-11-28T15:36:51.775040,False,,"This Saturday, November 29th is Small Business Saturday! Skip the mall and shop small! Join us in downtown Summit from 1-4pm and enjoy FREE PARKING. 
✨Support our wonderful local businesses and avoid the craze of Black Friday while starting your holiday shopping. Many stores will feature special offers and merchandise for the day. Enjoy live holiday music throughout downtown, a strolling brass band and the ever popular @realmrsocksworldofrock will also kickoff our free Horse & Wagon Rides and th Maison 53
Fender
B
C
HOWE
GREL
COF"
Horse & Wagon Rides,2025-11-29,Saturday,13:00,16:00,Downtown Summit,Summit,NJ,Central,,Free,"Free Horse & Wagon Rides. Line is cut off by 3:30pm, the line may need to be cut earlier to insure the horse leaves on time.",,ride,all ages,,high,['caption'],3774374885544708503,https://www.instagram.com/p/DRhRfX-DEmX/,https://www.instagram.com/p/DRhRfX-DEmX/,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/572361582_1397585535702475_769736839873638006_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHVVYdfzNmY8F1zxWmrL5cFEswy-r305eKCKUUsRejCazlrLPWGiBGLS16PgeD0Mm4&_nc_ohc=GyfheGBvxqwQ7kNvwHHyKaE&_nc_gid=0g9Rtt4OLGhbW8eTaqsLLg&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afhs7uRw_qJPUCQFPKvp6oMdIxE8YqY4hsq9bW5ZImzHFQ&oe=692E9BA6&_nc_sid=10d13b,CDN URL - expires after few hours/days,summitdowntown,https://www.instagram.com/summitdowntown/,Downtown Summit NJ,True,34,2025-11-26T12:36:10+00:00,2025-11-28T15:36:51.775060,False,,"This Saturday, November 29th is Small Business Saturday! Skip the mall and shop small! Join us in downtown Summit from 1-4pm and enjoy FREE PARKING. 
✨Support our wonderful local businesses and avoid the craze of Black Friday while starting your holiday shopping. Many stores will feature special offers and merchandise for the day. Enjoy live holiday music throughout downtown, a strolling brass band and the ever popular @realmrsocksworldofrock will also kickoff our free Horse & Wagon Rides and th Maison 53
Fender
B
C
HOWE
GREL
COF"
Find the HillTop Elf contest,2025-11-29,Saturday,13:00,16:00,Downtown Summit,Summit,NJ,Central,,Free,Find the HillTop Elf contest!,,contest,all ages,,high,['caption'],3774374885544708503,https://www.instagram.com/p/DRhRfX-DEmX/,https://www.instagram.com/p/DRhRfX-DEmX/,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/572361582_1397585535702475_769736839873638006_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHVVYdfzNmY8F1zxWmrL5cFEswy-r305eKCKUUsRejCazlrLPWGiBGLS16PgeD0Mm4&_nc_ohc=GyfheGBvxqwQ7kNvwHHyKaE&_nc_gid=0g9Rtt4OLGhbW8eTaqsLLg&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afhs7uRw_qJPUCQFPKvp6oMdIxE8YqY4hsq9bW5ZImzHFQ&oe=692E9BA6&_nc_sid=10d13b,CDN URL - expires after few hours/days,summitdowntown,https://www.instagram.com/summitdowntown/,Downtown Summit NJ,True,34,2025-11-26T12:36:10+00:00,2025-11-28T15:36:51.775072,False,,"This Saturday, November 29th is Small Business Saturday! Skip the mall and shop small! Join us in downtown Summit from 1-4pm and enjoy FREE PARKING. 
✨Support our wonderful local businesses and avoid the craze of Black Friday while starting your holiday shopping. Many stores will feature special offers and merchandise for the day. Enjoy live holiday music throughout downtown, a strolling brass band and the ever popular @realmrsocksworldofrock will also kickoff our free Horse & Wagon Rides and th Maison 53
Fender
B
C
HOWE
GREL
COF"
Summit Downtown (SDI) Visa Gift Cards,2025-11-29,Saturday,13:00,16:00,Downtown Summit,Summit,NJ,Central,,,"Purchase the Summit Downtown (SDI) Visa Gift Cards from 1–4 PM and enjoy the Gift Card Away promo ( for every $50 you spend, get an extra $10 free!).",,promotion,,,high,['caption'],3774374885544708503,https://www.instagram.com/p/DRhRfX-DEmX/,https://www.instagram.com/p/DRhRfX-DEmX/,https://scontent-mia3-2.cdninstagram.com/v/t39.30808-6/572361582_1397585535702475_769736839873638006_n.jpg?stp=dst-jpg_e35_s1080x1080_sh0.08_tt6&_nc_ht=scontent-mia3-2.cdninstagram.com&_nc_cat=107&_nc_oc=Q6cZ2QHVVYdfzNmY8F1zxWmrL5cFEswy-r305eKCKUUsRejCazlrLPWGiBGLS16PgeD0Mm4&_nc_ohc=GyfheGBvxqwQ7kNvwHHyKaE&_nc_gid=0g9Rtt4OLGhbW8eTaqsLLg&edm=APs17CUAAAAA&ccb=7-5&oh=00_Afhs7uRw_qJPUCQFPKvp6oMdIxE8YqY4hsq9bW5ZImzHFQ&oe=692E9BA6&_nc_sid=10d13b,CDN URL - expires after few hours/days,summitdowntown,https://www.instagram.com/summitdowntown/,Downtown Summit NJ,True,34,2025-11-26T12:36:10+00:00,2025-11-28T15:36:51.775081,False,,"This Saturday, November 29th is Small Business Saturday! Skip the mall and shop small! Join us in downtown Summit from 1-4pm and enjoy FREE PARKING. 
✨Support our wonderful local businesses and avoid the craze of Black Friday while starting your holiday shopping. Many stores will feature special offers and merchandise for the day. Enjoy live holiday music throughout downtown, a strolling brass band and the ever popular @realmrsocksworldofrock will also kickoff our free Horse & Wagon Rides and th Maison 53
Fender
B
C
HOWE
GREL
COF"
