INSTAGRAM HANDLE,EVENT NAME,DATE,START TIME,VENUE NAME,CITY,SECTION OF NJ,NEWSLETTER DESCRIPTION,INSTAGRAM POST URL,DISPLAY URL,POST URL,INSTAGRAM PROFILE URL,EVENT TYPE,ACCOUNT NAME,DESCRIPTION,PERFORMER,PRICE,CONFIDENCE,POST ID,HAD OCR,FROM CALENDAR
YNVSCEOSHAMPOO,AFTER WORK PARTY,2026-02-06,4:00 PM,THE ASHFORD,JERSEY CITY,NORTH,"GET READY TO UNWIND AT AN EPIC AFTER-WORK PARTY WITH R&B, CLASSIC HIP HOP, AND CARIBBEAN VIBES!",HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/626420256_18557813647041639_8908538063846547249_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QEIE2S6H92FJ1MDVGFIFCQXV0EK7C3Q1_YUOYJMIUKAIISG_M47G_VFDU9XSI6LAYS&_NC_OHC=TKTLK4TMRKQQ7KNVWEXV64N&_NC_GID=ZZKRMP3XTJPOF5XKDLPJNQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUU92C1PLQVCETEQPT0Q6I21BCIKTKKT9WUBISDDTAYA&OE=698AC896&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://WWW.INSTAGRAM.COM/YNVSCEOSHAMPOO/,PARTY,SHAMPOO,"R&B, CLASSIC HIPHOP & CARIBBEAN SOUNDS","@DJFASTLIFE, @RALPHIEMERCADO, @DJDPRIZZY.YNVS, @IAMDJDOLO",NO COVER,0.95,3823037014795694150,True,False
YNVSCEOSHAMPOO,MODEL CASTING CALL,2026-02-06,4:00 PM,THE ASHFORD,JERSEY CITY,NORTH,CALLING ALL MODELS! JOIN THE CASTING CALL AT THE AFTER WORK PARTY.,HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/626420256_18557813647041639_8908538063846547249_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QEIE2S6H92FJ1MDVGFIFCQXV0EK7C3Q1_YUOYJMIUKAIISG_M47G_VFDU9XSI6LAYS&_NC_OHC=TKTLK4TMRKQQ7KNVWEXV64N&_NC_GID=ZZKRMP3XTJPOF5XKDLPJNQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUU92C1PLQVCETEQPT0Q6I21BCIKTKKT9WUBISDDTAYA&OE=698AC896&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://WWW.INSTAGRAM.COM/YNVSCEOSHAMPOO/,CASTING CALL,SHAMPOO,CASTING FOR FASHION SHOW,,,0.9,3823037014795694150,True,False
YNVSCEOSHAMPOO,HAPPY HOUR,2026-02-06,4:00 PM,THE ASHFORD,JERSEY CITY,NORTH,ENJOY $5 HAPPY HOUR DEALS AT THE AFTER WORK PARTY.,HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/626420256_18557813647041639_8908538063846547249_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=103&_NC_OC=Q6CZ2QEIE2S6H92FJ1MDVGFIFCQXV0EK7C3Q1_YUOYJMIUKAIISG_M47G_VFDU9XSI6LAYS&_NC_OHC=TKTLK4TMRKQQ7KNVWEXV64N&_NC_GID=ZZKRMP3XTJPOF5XKDLPJNQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTUU92C1PLQVCETEQPT0Q6I21BCIKTKKT9WUBISDDTAYA&OE=698AC896&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUOJ-JEETBG/,HTTPS://WWW.INSTAGRAM.COM/YNVSCEOSHAMPOO/,HAPPY HOUR,SHAMPOO,$5 HAPPY HOUR,,$5,0.9,3823037014795694150,True,False
TABLETALKSHK,TASTING EVENT,2024-11-06,,,HONG KONG,,EXPLORE HONG KONG'S CULINARY SCENE AND GET PAID FOR YOUR FOOD EXPERIENCES!,HTTPS://WWW.INSTAGRAM.COM/P/DBYG4KSVZ-F/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/502753120_590630634066192_3248996561190370734_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QEZHWFY2W7JUE1DGZDFGR-RRGNZZLX2IXF4WNVATQS1GAEHG2CKLRSC1ANVNPTJ5OO&_NC_OHC=PZJG9CGEO6OQ7KNVWFNV2RV&_NC_GID=B475G1E4DEHMOOCDSQEKDG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTVYH2G-FYZEHHOA4PKIMTB2JE0T3J3NSBZDPKDGMHBHG&OE=698AD048&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DBYG4KSVZ-F/,HTTPS://WWW.INSTAGRAM.COM/TABLETALKSHK/,TASTING,"TABLE TALKS - FEAST, CREATE, & EARN",JOIN US FOR TASTINGS AT TOP RESTAURANTS.,,,0.9,3490882937140649887,True,True
TABLETALKSHK,TASTING EVENT,2024-11-08,,,HONG KONG,,EXPLORE HONG KONG'S CULINARY SCENE AND GET PAID FOR YOUR FOOD EXPERIENCES!,HTTPS://WWW.INSTAGRAM.COM/P/DBYG4KSVZ-F/,HTTPS://SCONTENT-IAD3-1.CDNINSTAGRAM.COM/V/T51.2885-15/502753120_590630634066192_3248996561190370734_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-IAD3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QEZHWFY2W7JUE1DGZDFGR-RRGNZZLX2IXF4WNVATQS1GAEHG2CKLRSC1ANVNPTJ5OO&_NC_OHC=PZJG9CGEO6OQ7KNVWFNV2RV&_NC_GID=B475G1E4DEHMOOCDSQEKDG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTVYH2G-FYZEHHOA4PKIMTB2JE0T3J3NSBZDPKDGMHBHG&OE=698AD048&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DBYG4KSVZ-F/,HTTPS://WWW.INSTAGRAM.COM/TABLETALKSHK/,TASTING,"TABLE TALKS - FEAST, CREATE, & EARN",JOIN US FOR TASTINGS AT TOP RESTAURANTS.,,,0.9,3490882937140649887,True,True
THEGHOSTDRINKS,APHRODITE'S REVENGE COCKTAIL EVENT,2026-02-22,2:00 PM,NEWARK CULTURE CLUB- NJ,NEWARK,NORTH,INDULGE IN A NIGHT OF DARING COCKTAILS WITH APHRODITE'S REVENGE!,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://SCONTENT-LGA3-1.CDNINSTAGRAM.COM/V/T51.2885-15/621372165_915055891029236_8983982538568350864_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LGA3-1.CDNINSTAGRAM.COM&_NC_CAT=108&_NC_OC=Q6CZ2QEZHVYHUCO2XWSWRAWNJ9MSDDVAO3VSABKFHVZ_WPCL4N6TA_46U6RM-ARMMJ1AT9C&_NC_OHC=KSJBDUL7ZYWQ7KNVWGO36OJ&_NC_GID=BIF9FHT1IUIIMNOQZE01RG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUHSTZGDUO-I6AEPGJJD8UIEVLBI9UKS67CIT6CKIEMTW&OE=698AEDCA&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://WWW.INSTAGRAM.COM/THEGHOSTDRINKS/,COCKTAIL EVENT,THE GHOST,"APHRODITE’S REVENGE EXPLORES DESIRE THROUGH CONTRAST—PRETTY VS BITTER, SOFT VS SHARP, TEMPTATION VS CONSEQUENCE. EACH COCKTAIL DARING YOU TO CHOOSE A SIDE… OR EMBRACE BOTH. A COCKTAIL MENU DIVIDED: ONE HALF DELICATE AND BEAUTIFUL, THE OTHER DARK, BITTER, AND COMPLEX. WITH OUR LAST BEING AVAILABLE TO TO TASTE THEM SEPARATELY OR MIX THEM TOGETHER. DECIDE FOR YOURSELF.",,$10,0.95,3817358431838195447,True,False
THEGHOSTDRINKS,APHRODITE'S REVENGE COCKTAIL EVENT,2026-02-22,2:00 PM,NEWARK CULTURE CLUB- NJ,NEWARK,NORTH,SIP ON THEMED COCKTAILS AT APHRODITE'S REVENGE FROM 2:00 PM TO 9:00 PM!,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://SCONTENT-LGA3-1.CDNINSTAGRAM.COM/V/T51.2885-15/621372165_915055891029236_8983982538568350864_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LGA3-1.CDNINSTAGRAM.COM&_NC_CAT=108&_NC_OC=Q6CZ2QEZHVYHUCO2XWSWRAWNJ9MSDDVAO3VSABKFHVZ_WPCL4N6TA_46U6RM-ARMMJ1AT9C&_NC_OHC=KSJBDUL7ZYWQ7KNVWGO36OJ&_NC_GID=BIF9FHT1IUIIMNOQZE01RG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUHSTZGDUO-I6AEPGJJD8UIEVLBI9UKS67CIT6CKIEMTW&OE=698AEDCA&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://WWW.INSTAGRAM.COM/THEGHOSTDRINKS/,COCKTAIL EVENT,THE GHOST,"APHRODITE’S REVENGE EXPLORES DESIRE THROUGH CONTRAST—PRETTY VS BITTER, SOFT VS SHARP, TEMPTATION VS CONSEQUENCE. EACH COCKTAIL DARING YOU TO CHOOSE A SIDE… OR EMBRACE BOTH. A COCKTAIL MENU DIVIDED: ONE HALF DELICATE AND BEAUTIFUL, THE OTHER DARK, BITTER, AND COMPLEX. WITH OUR LAST BEING AVAILABLE TO TO TASTE THEM SEPARATELY OR MIX THEM TOGETHER. DECIDE FOR YOURSELF.",,$10,0.9,3817358431838195447,True,False
THEGHOSTDRINKS,APHRODITE'S REVENGE COCKTAIL EVENT,2026-02-22,9:00 PM,NEWARK CULTURE CLUB- NJ,NEWARK,NORTH,APHRODITE'S REVENGE: A UNIQUE COCKTAIL EXPERIENCE UNTIL 9:00 PM!,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://SCONTENT-LGA3-1.CDNINSTAGRAM.COM/V/T51.2885-15/621372165_915055891029236_8983982538568350864_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-LGA3-1.CDNINSTAGRAM.COM&_NC_CAT=108&_NC_OC=Q6CZ2QEZHVYHUCO2XWSWRAWNJ9MSDDVAO3VSABKFHVZ_WPCL4N6TA_46U6RM-ARMMJ1AT9C&_NC_OHC=KSJBDUL7ZYWQ7KNVWGO36OJ&_NC_GID=BIF9FHT1IUIIMNOQZE01RG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUHSTZGDUO-I6AEPGJJD8UIEVLBI9UKS67CIT6CKIEMTW&OE=698AEDCA&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DT5-0S-DS73/,HTTPS://WWW.INSTAGRAM.COM/THEGHOSTDRINKS/,COCKTAIL EVENT,THE GHOST,"APHRODITE’S REVENGE EXPLORES DESIRE THROUGH CONTRAST—PRETTY VS BITTER, SOFT VS SHARP, TEMPTATION VS CONSEQUENCE. EACH COCKTAIL DARING YOU TO CHOOSE A SIDE… OR EMBRACE BOTH. A COCKTAIL MENU DIVIDED: ONE HALF DELICATE AND BEAUTIFUL, THE OTHER DARK, BITTER, AND COMPLEX. WITH OUR LAST BEING AVAILABLE TO TO TASTE THEM SEPARATELY OR MIX THEM TOGETHER. DECIDE FOR YOURSELF.",,$10,0.9,3817358431838195447,True,False
PBM_LOUIE,LIVE POD,2026-02-21,,XL NIGHTLIFE,,,CATCH THE LIVE POD EVENT FEATURING @REMY_THEREALTOR AND MORE!,HTTPS://WWW.INSTAGRAM.COM/P/DUYZCQCEKRX/,HTTPS://INSTAGRAM.FMEM1-2.FNA.FBCDN.NET/V/T51.2885-15/627035689_1276023627921239_1340265437814972313_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=INSTAGRAM.FMEM1-2.FNA.FBCDN.NET&_NC_CAT=111&_NC_OC=Q6CZ2QENGFEUFZEUGPXSSDKBPB-5HERW3MZAEJY2KF_0OAKG8RXXGNNSQCMTELOOFZC9ZXY&_NC_OHC=TIXSN9OZDVUQ7KNVWHSZHUI&_NC_GID=SOBT4U7A3HQN-LVB0V5A-W&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVTM_GO9R5TSXBG2ACQI9ATVDEBPFYUFT9V6FTEFJPTXQ&OE=698ADD6E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUYZCQCEKRX/,HTTPS://WWW.INSTAGRAM.COM/PBM_LOUIE/,PODCAST,LOUIE JAY,LIVE POD WITH @REMY_THEREALTOR AND MORE TO BE ANNOUNCED. TICKET LINK IN BIO!,@REMY_THEREALTOR,,0.95,3826034125183272023,True,False
THEGIRLWITHAGRILL,GAME DAY CATERING ORDER DEADLINE,2026-02-06,,GIRL WITH A GRILL RESTAURANT,,,DON'T MISS THE ORDER DEADLINE FOR YOUR BIG GAME FEAST!,HTTPS://WWW.INSTAGRAM.COM/P/DURYFJULK82/,HTTPS://SCONTENT-ATL3-3.CDNINSTAGRAM.COM/V/T51.2885-15/625841396_18076815476370321_5976260098389840232_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-ATL3-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QGDM4603SXGZ0GXNZGOCCSRQXHFKP6HJN4RVAWF7TSP_IHZO7EJD_RHGIH-ALIRBN0&_NC_OHC=ZZQ9YQ_CVAMQ7KNVWGREVHE&_NC_GID=XY8LGR0BEM2HRUJ__LFA5Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTKNEPXY6TOPI4AQQ6LOYBILNRCMKVKOWUURUIFPVD0YQ&OE=698ADB1A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURYFJULK82/,HTTPS://WWW.INSTAGRAM.COM/THEGIRLWITHAGRILL/,CATERING ORDER DEADLINE,GIRL WITH A GRILL,"ORDERS ARE DUE BY FRIDAY, FEBRUARY 6TH.",,,0.95,3824059601688768310,True,False
THEGIRLWITHAGRILL,GAME DAY CATERING PICKUP,2026-02-08,4:00 PM,GIRL WITH A GRILL RESTAURANT,,,GET READY FOR GAME DAY WITH DELICIOUS FOOD FROM GIRL WITH A GRILL!,HTTPS://WWW.INSTAGRAM.COM/P/DURYFJULK82/,HTTPS://SCONTENT-ATL3-3.CDNINSTAGRAM.COM/V/T51.2885-15/625841396_18076815476370321_5976260098389840232_N.JPG?STP=DST-JPG_E15_FR_P1080X1080_TT6&_NC_HT=SCONTENT-ATL3-3.CDNINSTAGRAM.COM&_NC_CAT=109&_NC_OC=Q6CZ2QGDM4603SXGZ0GXNZGOCCSRQXHFKP6HJN4RVAWF7TSP_IHZO7EJD_RHGIH-ALIRBN0&_NC_OHC=ZZQ9YQ_CVAMQ7KNVWGREVHE&_NC_GID=XY8LGR0BEM2HRUJ__LFA5Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFTKNEPXY6TOPI4AQQ6LOYBILNRCMKVKOWUURUIFPVD0YQ&OE=698ADB1A&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURYFJULK82/,HTTPS://WWW.INSTAGRAM.COM/THEGIRLWITHAGRILL/,CATERING PICKUP,GIRL WITH A GRILL,"PICKUP ON SUNDAY, FEBRUARY 8TH BY 4 PM.",,,0.95,3824059601688768310,True,False
NJSOUP153,CAN WE TALK 2 YEAR ANNIVERSARY R&B DAY PARTY,2024-06-10,,LIT 21,,,CELEBRATE TWO YEARS OF AMAZING VIBES AND MUSIC AT THE CAN WE TALK R&B DAY PARTY!,HTTPS://WWW.INSTAGRAM.COM/P/C8DUIQIOKFV/,HTTPS://SCONTENT-MIA3-2.CDNINSTAGRAM.COM/V/T51.2885-15/503039225_672968218863233_3507568009785284966_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-MIA3-2.CDNINSTAGRAM.COM&_NC_CAT=105&_NC_OC=Q6CZ2QE3A1HLHTJBPJMWPUPOZKNQ3X5XWNNUVYB7TTZWRIENWAE_JEUCW1S1596E2C1SHDY&_NC_OHC=DXWPU7B7MY4Q7KNVWGEQ81C&_NC_GID=VMQZRFIUUF6SBUBANNAPVQ&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFVQLERYQJKHB5DILXCTFGTBIZKULVJWNL1-HOPUMUVY9W&OE=698AC8B7&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/C8DUIQIOKFV/,HTTPS://WWW.INSTAGRAM.COM/NJSOUP153/,DAY PARTY,NJ SOUP,2 YEAR ANNIVERSARY OF THE CAN WE TALK R&B DAY PARTY FEATURING DOPE VIBES AND GREAT MUSIC BY TRI-STATE PREMIUM DJS. HOSTED BY LARENZ TATE WITH MUSIC BY DJ RAY Z AND DJ WILLIAM H.,"DJ RAY Z, DJ WILLIAM H",,0.95,3387641659422975983,True,False
THEASHFORDJC,BOOK A PARTY,2026-01-31,,THE ASHFORD | RESTAURANT LOUNGE & ROOFTOP,,,CELEBRATE YOUR SPECIAL OCCASION WITH A PARTY AT THE ASHFORD!,HTTPS://WWW.INSTAGRAM.COM/P/DUKAG7IDQNR/,HTTPS://SCONTENT-ATL3-3.CDNINSTAGRAM.COM/V/T51.2885-15/624829285_18415141855187387_8065384109556414389_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-3.CDNINSTAGRAM.COM&_NC_CAT=111&_NC_OC=Q6CZ2QFD-F-VDA8FHIIU8Q3MOVBVOVB0K2XL2CAMUCWHXZWQXHJP3_MBIFVIGQUJN0TZMP4&_NC_OHC=BRALDGRPDZOQ7KNVWE4F5K0&_NC_GID=JRFD_KJ4FFPFNTRWAOH0AG&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUXAN96USEMPAMHSVZKT88UARS0RHS9PLFOR8IMNU57VG&OE=698ACC25&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DUKAG7IDQNR/,HTTPS://WWW.INSTAGRAM.COM/THEASHFORDJC/,PARTY BOOKING,THE ASHFORD | RESTAURANT LOUNGE & ROOFTOP,"BOOK YOUR PARTY WITH US – BIRTHDAYS, GIRLS’ NIGHT, CELEBRATIONS & MORE.",,,0.95,3821869496722694993,False,False
NJSOUP153,GOVERNORS INAUGURATION AFTER PARTY,2026-01-22,,AMERICAN DREAM,,,CELEBRATE AT THE GOVERNORS INAUGURATION AFTER PARTY!,HTTPS://WWW.INSTAGRAM.COM/P/DT09OWZKWTZ/,HTTPS://SCONTENT-MIA3-1.CDNINSTAGRAM.COM/V/T51.2885-15/620454854_18554550526036211_5497805483365698807_N.JPG?STP=DST-JPG_E15_TT6&_NC_HT=SCONTENT-MIA3-1.CDNINSTAGRAM.COM&_NC_CAT=111&_NC_OC=Q6CZ2QFYWFZYVKB1FJQVVT-N2MYV3CAGE1-Y8XHJ6UFPOLK04WSEXQKBHJOUE71YWQMCQTI&_NC_OHC=XUNIIWWKVJSQ7KNVWH03KEL&_NC_GID=95K5FX5U-QC1VIVIMK5G-Q&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFUEPFRCFSX5TMVVGFQSYRQWUJVVXTC3XC0PHKLI5Y1PLW&OE=698AE0A6&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DT09OWZKWTZ/,HTTPS://WWW.INSTAGRAM.COM/NJSOUP153/,PARTY,NJ SOUP,ATTENDED THE GOVERNORS INAUGURATION AFTER PARTY.,,,0.95,3815945837957178585,False,False
THEJERSEYYGIRLGUIDE,VALENTINE'S DAY SPECIALS,2026-02-09,,@THEGRINDCOLTSNECK,COLTS NECK,CENTRAL,INDULGE IN DELICIOUS VALENTINE'S DAY SPECIALS AT @THEGRINDCOLTSNECK!,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://SCONTENT-ATL3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627645333_17964060183035292_5323585512306558909_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QHA2U6JS2MIDRIH5DIMYB5YFGKCCWKTVD8GEEZ221VPNWR_E0UJ67P_JJGYKGGZYY4&_NC_OHC=BUVLX-W3RFYQ7KNVWHVOVPU&_NC_GID=B7XBU7IAGLJTMOUQEQ2A5A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOBXOCBVOSDBX3R_MSV_K8YQSKMQL8BD6CTAMLR2MPPQ&OE=698AB84E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://WWW.INSTAGRAM.COM/THEJERSEYYGIRLGUIDE/,FOOD & DRINK,THE JERSEY GIRL GUIDE,"VALENTINE’S DAY SPECIALS INCLUDING BLUEBERRY PANCAKE LATTE, CUPID LATTE, RED VELVET CANNOLI LATTE, STRAWBERRY SHORTCAKE LATTE, CHOCOLATE COVERED STRAWBERRY LATTE, AND LOVE YOU SO MATCHA.",,,0.95,3823951741528958484,False,True
THEJERSEYYGIRLGUIDE,VALENTINE'S DAY SPECIALS,2026-02-14,,@THEGRINDCOLTSNECK,COLTS NECK,CENTRAL,INDULGE IN DELICIOUS VALENTINE'S DAY SPECIALS AT @THEGRINDCOLTSNECK!,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://SCONTENT-ATL3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627645333_17964060183035292_5323585512306558909_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QHA2U6JS2MIDRIH5DIMYB5YFGKCCWKTVD8GEEZ221VPNWR_E0UJ67P_JJGYKGGZYY4&_NC_OHC=BUVLX-W3RFYQ7KNVWHVOVPU&_NC_GID=B7XBU7IAGLJTMOUQEQ2A5A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOBXOCBVOSDBX3R_MSV_K8YQSKMQL8BD6CTAMLR2MPPQ&OE=698AB84E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://WWW.INSTAGRAM.COM/THEJERSEYYGIRLGUIDE/,FOOD & DRINK,THE JERSEY GIRL GUIDE,"VALENTINE’S DAY SPECIALS INCLUDING BLUEBERRY PANCAKE LATTE, CUPID LATTE, RED VELVET CANNOLI LATTE, STRAWBERRY SHORTCAKE LATTE, CHOCOLATE COVERED STRAWBERRY LATTE, AND LOVE YOU SO MATCHA.",,,0.95,3823951741528958484,False,True
THEJERSEYYGIRLGUIDE,MINI BOUQUET & LATTE COMBO,2026-02-09,,@THEGRINDCOLTSNECK,COLTS NECK,CENTRAL,TREAT YOURSELF OR A LOVED ONE WITH THE ADORABLE MINI BOUQUET AND LATTE COMBO!,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://SCONTENT-ATL3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627645333_17964060183035292_5323585512306558909_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QHA2U6JS2MIDRIH5DIMYB5YFGKCCWKTVD8GEEZ221VPNWR_E0UJ67P_JJGYKGGZYY4&_NC_OHC=BUVLX-W3RFYQ7KNVWHVOVPU&_NC_GID=B7XBU7IAGLJTMOUQEQ2A5A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOBXOCBVOSDBX3R_MSV_K8YQSKMQL8BD6CTAMLR2MPPQ&OE=698AB84E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://WWW.INSTAGRAM.COM/THEJERSEYYGIRLGUIDE/,SPECIAL OFFER,THE JERSEY GIRL GUIDE,COMBO OF A MINI BOUQUET OF FLOWERS AND A LATTE.,,,0.9,3823951741528958484,False,True
THEJERSEYYGIRLGUIDE,MINI BOUQUET & LATTE COMBO,2026-02-14,,@THEGRINDCOLTSNECK,COLTS NECK,CENTRAL,TREAT YOURSELF OR A LOVED ONE WITH THE ADORABLE MINI BOUQUET AND LATTE COMBO!,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://SCONTENT-ATL3-1.CDNINSTAGRAM.COM/V/T51.2885-15/627645333_17964060183035292_5323585512306558909_N.JPG?STP=DST-JPG_E35_P1080X1080_SH0.08_TT6&_NC_HT=SCONTENT-ATL3-1.CDNINSTAGRAM.COM&_NC_CAT=100&_NC_OC=Q6CZ2QHA2U6JS2MIDRIH5DIMYB5YFGKCCWKTVD8GEEZ221VPNWR_E0UJ67P_JJGYKGGZYY4&_NC_OHC=BUVLX-W3RFYQ7KNVWHVOVPU&_NC_GID=B7XBU7IAGLJTMOUQEQ2A5A&EDM=APS17CUBAAAA&CCB=7-5&OH=00_AFSOBXOCBVOSDBX3R_MSV_K8YQSKMQL8BD6CTAMLR2MPPQ&OE=698AB84E&_NC_SID=10D13B,HTTPS://WWW.INSTAGRAM.COM/P/DURZ9LIEEYU/,HTTPS://WWW.INSTAGRAM.COM/THEJERSEYYGIRLGUIDE/,SPECIAL OFFER,THE JERSEY GIRL GUIDE,COMBO OF A MINI BOUQUET OF FLOWERS AND A LATTE.,,,0.9,3823951741528958484,False,True
