event_name,date,start_time,venue_name,city,section_of_nj,newsletter_description,event_type,description,performer,price,confidence,instagram_handle,instagram_post_url,display_url,post_url,instagram_profile_url,account_name,post_id,had_ocr,from_calendar
Happy Hour,2026-02-23,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy amazing Happy Hour deals at Mamajuana Cafe Woodbridge!,Happy Hour,"Appetizers $8, Cocktails $8",,$8,0.9,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3839184116999398778,True,True
Happy Hour,2026-02-24,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy amazing Happy Hour deals at Mamajuana Cafe Woodbridge!,Happy Hour,"Appetizers $8, Cocktails $8",,$8,0.9,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3839184116999398778,True,True
Happy Hour,2026-02-25,4:00 PM,Mamajuana Cafe Woodbridge,Iselin,Central,Enjoy amazing Happy Hour deals at Mamajuana Cafe Woodbridge!,Happy Hour,"Appetizers $8, Cocktails $8",,$8,0.9,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DVHhZ0REiV6/,https://scontent-lga3-2.cdninstagram.com/v/t51.82787-15/639824539_18301974262279772_3208835575418134401_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-lga3-2.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QGkABaUB0oTJp9uoX8skY9t5sdE_vq7BAm-NObhQD3GbdG5t-Pu7erYU2Nx_y5gx_s&_nc_ohc=DGonQJ-nwVAQ7kNvwG3Z0jK&_nc_gid=cu-Eo_BDGvromswmpbI4Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfvohD-CB2hsq_bbu4hbsVMtdydkRoBVSiQJqCYJlaH7oA&oe=69A58E62&_nc_sid=10d13b,https://www.instagram.com/p/DVHhZ0REiV6/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3839184116999398778,True,True
LUISMI CROSSOVER,2026-02-28,,Mamajuana Cafe Woodbridge,Woodbridge,Central,Get ready for the LUISMI CROSSOVER event at Mamajuana Cafe Woodbridge!,Concert,LUISMI CROSSOVER event happening at Mamajuana Cafe Woodbridge.,LUISMI,,0.9,mamajuanacafewoodbridgenj,https://www.instagram.com/p/DVHqOGUjzj_/,https://scontent-atl3-3.cdninstagram.com/v/t51.82787-15/640508012_18301979095279772_3894053967618446937_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-atl3-3.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QFaTwoI3hH2rBP4T1DxTSlBVLvdrzQ4gZ4nv0eRENb314RYOMDMzxiF70JsoHJNdBI&_nc_ohc=WE0mwezZLR4Q7kNvwFur1GS&_nc_gid=sathqYfUPgjM0yL0NNn9gg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afvlg1e6QaN02s84QLjFDoJBIGRyh2D5rPyLf0xny3OJaw&oe=69A568D9&_nc_sid=10d13b,https://www.instagram.com/p/DVHqOGUjzj_/,https://www.instagram.com/mamajuanacafewoodbridgenj/,Mamajuana Cafe Woodbridge,3839222894170159359,True,False
Plant & Sip,2026-02-25,7:00 PM,Newark Culture Club,Newark,North,Unleash your inner artist at our terrarium-building workshop!,Workshop,"Join us for our first plant & sip event! Expert terrarium-building guidance from Fern & Fossil. A wide selection of plants and one ornament to personalize your creation. All supplies included: 5” Hanging Glass Terrarium, Succulent plant, Crystal ornament. A relaxed, creative atmosphere with chill energy.",Fern & Fossil,,0.9,newarkcultureclub,https://www.instagram.com/p/DU-9TnCDskW/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/637704004_18095429858512751_4384773220093356655_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHYbQIhDY2JK7-L5Cp2ls3XarY-toDjydcKCdyXJJM6kqzqBCzFPCk9a2n2IBPPClc&_nc_ohc=fWiUs3k4HDIQ7kNvwEmqSKL&_nc_gid=RFQPe12t5ohb8Lp_wdG3Vg&edm=APs17CUBAAAA&ccb=7-5&oh=00_Afsh5VJjS5Q8pmvqImVi_ivPw1eLDIHeTCnlRPsc-oSwvw&oe=69A58D10&_nc_sid=10d13b,https://www.instagram.com/p/DU-9TnCDskW/,https://www.instagram.com/newarkcultureclub/,Newark Culture Club,3836773560983931158,True,False
Ha! Or Nah? A Joke Lab,2026-02-26,7:00 PM,Newark Culture Club,Newark,North,Laugh till you cry at Lauren Logiudice's new comedy show!,Comedy Show,Lauren Logiudice debuts her fun and innovative monthly show that gives the audience a chance to give feedback on new jokes by up-and-coming and established comedians! Get special 2 for 1 tickets and see why it’s been featured by Time Out New York Magazine.,Lauren Logiudice,2 for 1 tickets,5,newarkcultureclub,https://www.instagram.com/p/DVGpvGglWFv/,https://instagram.flas1-1.fna.fbcdn.net/v/t51.82787-15/638853842_18095751401512751_2462576059173138306_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=instagram.flas1-1.fna.fbcdn.net&_nc_cat=111&_nc_oc=Q6cZ2QEyRjA89kFFfHOIzC5bnPF_dHaYMFX2Yo-a4XrNq5ubqy60OorH4Ak7xL8Mk-eKDv8&_nc_ohc=xOCb3roHN0sQ7kNvwHFq-Yz&_nc_gid=SXjO7jRbs9fpjgDI0dR4CA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsWGTDvB-Yrb6oJM0pTg72pZCMXTjQryPxdLmXtKhf3MA&oe=69A56B6F&_nc_sid=10d13b,https://www.instagram.com/p/DVGpvGglWFv/,https://www.instagram.com/newarkcultureclub/,Newark Culture Club,3838939289091400047,True,False
Soulful Saturday Gospel Brunch and Day Party,2026-03-14,12:00 PM,Life After Restaurant & Lounge,Edgewater,North,"Experience NJ's #1 Gospel Brunch with soulful music, delicious food, and community!",Brunch/Day Party,"NJ’s #1 Gospel Brunch is BACK! Soulful Saturday returns for another powerful gathering where faith, food, and community come together in one unforgettable experience. This is more than brunch — it’s a gospel-filled day party designed for joy, connection, and praise. Expect uplifting DJ vibes and live gospel music, a fun photo booth to capture the moments, delicious brunch options, and crafted mocktails available for purchase. All of this in a welcoming, faith-centered space filled with great energy and even better people.",DJ Mar,,0.9,loveonpurpose.co,https://www.instagram.com/p/DU-tO5QDU1Z/,https://scontent-iad3-2.cdninstagram.com/v/t51.82787-15/639506741_18072984578426934_821186594879191160_n.jpg?stp=dst-jpg_e15_fr_p1080x1080_tt6&_nc_ht=scontent-iad3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHDwwI9nVHob6fMknqUBpKpZNSUixVsLPTiOZRwF5j4uFwTPjlaghDgmJQVDLWi3TA&_nc_ohc=4wIC9VxqyXoQ7kNvwEvs13-&_nc_gid=RKbhhHrSy5GwWoktdkm-QA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AftKzbW2AQ17liWJxf_2_xpc60K98-Se_qMVL-Qa6yHnvA&oe=69A596CE&_nc_sid=10d13b,https://www.instagram.com/p/DU-tO5QDU1Z/,https://www.instagram.com/loveonpurpose.co/,Love On Purpose Collective,3836702868204506457,True,False
The Vault Restaurant Opening,2026-02-24,12:00 PM,The Vault Lounge,Newark,North,Get ready for good food and good vibes at The Vault Restaurant!,Restaurant Opening,"Newark, NJ we’re ready for you ❄️✨ The streets are clear, the doors are open, and The Vault Restaurant 📍 Join us Wednesday–Sunday starting at 12PM for good food, good vibes, and a warm welcome. Pull up, we saved you a seat. 🍽️🔥",,,0.9,thevaultloungenj,https://www.instagram.com/p/DVJjvy6ESXH/,https://scontent-atl3-1.cdninstagram.com/v/t51.71878-15/642566412_1271551401790767_6022715796986256045_n.jpg?stp=dst-jpg_e15_tt6&_nc_ht=scontent-atl3-1.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGQZCEOHUefWCm4KzdbG-WjFU3GyMGWw6bvHlPRWDgVOcMm6uYb9Oi1SnbjdsGUARk&_nc_ohc=oeL7IgFoXzwQ7kNvwF9X3v7&_nc_gid=iybyrnjWsWcG8LFquLU_Og&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsSeIhmvMqNS-1E3aZj7UTM2uJvRWMBSR8juiN1ZyP1FA&oe=69A57DA3&_nc_sid=10d13b,https://www.instagram.com/p/DVJjvy6ESXH/,https://www.instagram.com/thevaultloungenj/,Vault Rooftop Now Open ☀️,3839757373414647239,True,False
North to Shore Newark Community Grants Application,2026-03-19,,,Newark,North,Don't miss out on arts funding for Newark artists!,Grant Application Deadline,"Apply for North to Shore Newark Community Grants, supporting performances, exhibitions, and arts and cultural programming across all wards of the city during North to Shore, June 13–27, 2026. Grants range from $1,000–$5,000 and are open to artists, performers, curators, programmers, collectives, and community organizations with a vision rooted in Newark.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-13,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-14,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-15,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-16,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-17,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-18,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-19,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-20,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-21,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-22,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-23,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-24,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-25,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-26,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
North to Shore Festival,2026-06-27,,,Newark,North,Experience the vibrant North to Shore Festival in Newark!,Festival,"North to Shore Festival, featuring performances, exhibitions, and arts and cultural programming across all wards of the city.",,,0.9,newarkarts,https://www.instagram.com/p/DU9bW2ZlR66/,https://scontent-dfw5-3.cdninstagram.com/v/t51.82787-15/638849129_18563865862035045_4686696379197546638_n.jpg?stp=dst-jpg_e35_p1080x1080_sh0.08_tt6&_nc_ht=scontent-dfw5-3.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QG1TtWVhIBjJFb1uFGCjzX0YlrcrsnoxQv0emlpRMwyVJ-BsMHN5K9h6CisPAgeiRk&_nc_ohc=lzYnVCUow5YQ7kNvwEjdV26&_nc_gid=1NYCGlSb2EjsSQeO32mWpA&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfsXH8X02oWskf7pqy7_vTuc--vBy7RJSosTtstliDmJGg&oe=69A57C03&_nc_sid=10d13b,https://www.instagram.com/p/DU9bW2ZlR66/,https://www.instagram.com/newarkarts/,Newark Arts,3836342775085080250,True,True
